console,name,file,developer,publisher,releasedate,genre,players,desc
NES,Galaga,galaga.nes,Namco,Bandai,1988-09-01,Shoot 'em up,2,Defend against waves of alien enemies in this classic arcade shooter.
NES,Galaxy 5000,galaxy_5000.nes,Activision,Activision,1991-01-01,Racing,1,Race futuristic hovercrafts across the galaxy in this high-speed racing game.
NES,Gargoyle's Quest II,gargoyles_quest_ii.nes,Capcom,Capcom,1992-10-01,Action-adventure,1,Guide Firebrand the gargoyle through challenging levels to save the Ghoul Realm.
NES,Gauntlet,gauntlet.nes,Atari Games,Tengen,1987-07-01,Action,2,Explore dungeons filled with monsters and treasure in this cooperative action game.
NES,Gauntlet II,gauntlet_ii.nes,Atari Games,Tengen,1990-12-01,Action,4,Continue the dungeon-crawling adventure with new levels and challenges in this sequel.
NES,Gemfire,gemfire.nes,Koei,Koei,1992-09-01,Strategy,1,Unite the kingdoms of Ishmeria and battle for control of the Gemfire in this strategic RPG.
NES,Genghis Khan,genghis_khan.nes,Koei,Koei,1990-12-01,Strategy,1,Lead your armies across Asia and Europe to build an empire in this historical strategy game.
NES,George Foreman's KO Boxing,george_foremans_ko_boxing.nes,Beam Software,Acclaim Entertainment,1992-10-01,Sports,1,Step into the ring as George Foreman and knock out your opponents in this boxing simulation.
NES,Ghostbusters,ghostbusters.nes,Bits Laboratory,Activision,1988-10-01,Action,1,Capture ghosts and save the city in this game based on the popular movie.
NES,Ghostbusters II,ghostbusters_ii.nes,Imagineering,Activision,1990-04-01,Action,1,Join the Ghostbusters as they battle Vigo the Carpathian to save New York City.
NES,Ghost Lion,ghost_lion.nes,Compile,Masaya,1992-06-01,Role-playing game,1,Embark on a quest to find your parents and defeat the Ghost Lion in this unique RPG.
NES,Ghouls 'n Ghosts,ghouls_n_ghosts.nes,Capcom,Capcom,1988-12-01,Action-platformer,1,Guide Sir Arthur through haunted levels to rescue the princess in this challenging action game.
NES,Goal!,goal.nes,Tose,Jaleco,1989-10-01,Sports,2,Compete in soccer matches and lead your team to victory in this arcade-style sports game.
NES,Godzilla: Monster of Monsters!,godzilla_monster_of_monsters.nes,Compile,Toho,1989-10-01,Action,1,Control Godzilla and Mothra as they battle through levels filled with enemy monsters.
NES,Godzilla 2: War of the Monsters,godzilla_2_war_of_the_monsters.nes,Toho,Toho,1992-12-01,Strategy,1,Defend the Earth from giant monsters in this turn-based strategy game.
NES,Gold Medal Challenge '92,gold_medal_challenge_92.nes,Technos Japan,Capcom,1992-01-01,Sports,4,Compete in various Olympic events and go for the gold in this sports title.
NES,Golgo 13: Top Secret Episode,golgo_13_top_secret_episode.nes,Vic Tokai,Vic Tokai,1988-09-01,Action,1,Step into the shoes of Golgo 13, a deadly assassin, as he takes on dangerous missions around the world.
NES,Goonies II,goonies_ii.nes,Konami,Konami,1987-11-01,Action-adventure,1,Help Mikey rescue his friends and save the day in this sequel to the original Goonies game.
NES,GOTCHA! The Sport!,gotcha_the_sport.nes,ATV Sim,Atlus,1987-09-01,Action,1,Participate in a paintball-like competition and take down opponents in this light gun game.
NES,Gradius,gradius.nes,Konami,Konami,1986-12-01,Shoot 'em up,1,Fly the Vic Viper and battle through waves of enemies in this classic side-scrolling shooter.
NES,Gradius II,gradius_ii.nes,Konami,Konami,1988-03-25,Shoot 'em up,1,Continue the space battle with new weapons and enemies in this sequel to the original Gradius.
NES,Great Waldo Search,great_waldo_search.nes,Raya Systems,THQ,1992-12-01,Puzzle,1,Find Waldo and his friends in various scenes filled with hidden objects in this game based on the popular books.
NES,Greg Norman's Golf Power,greg_normans_golf_power.nes,Sculptured Software,Virgin Games,1992-01-01,Sports,2,Compete in golf tournaments and try to score the lowest round in this realistic golf simulation.
NES,Gremlins 2: The New Batch,gremlins_2_the_new_batch.nes,Sunsoft,Sunsoft,1990-10-01,Action-platformer,1,Help Gizmo stop the gremlins from taking over the city in this game based on the movie.
NES,Guardian Legend,guardian_legend.nes,Compile,Brøderbund,1989-04-01,Action-adventure,1,Save the Earth from an alien threat in this hybrid of top-down shooting and action-adventure gameplay.
NES,Guerrilla War,guerrilla_war.nes,SNK,SNK,1988-10-01,Run and gun,2,Lead a revolution against enemy forces in this top-down run and gun game.
NES,Gumshoe,gumshoe.nes,Nintendo,Nintendo,1986-06-01,Light gun,1,Guide Detective Stevenson through dangerous levels by shooting obstacles with the NES Zapper.
NES,Gun Nac,gun_nac.nes,Compile,ASCII Entertainment,1991-10-01,Shoot 'em up,1,Pilot a spaceship and battle bizarre enemies in this fast-paced shoot 'em up.
NES,Gun.Smoke,gun_smoke.nes,Capcom,Capcom,1988-02-01,Shoot 'em up,1,Clean up the Wild West by taking down outlaws in this vertical-scrolling shooter.
NES,Hackercraft,hackercraft.nes,Color Dreams,Color Dreams,1992-01-01,Action,1,Rescue kidnapped scientists from enemy bases in this action-packed shooter.
NES,Heavy Barrel,heavy_barrel.nes,Data East,Data East,1990-09-01,Run and gun,2,Take down terrorists and recover the parts of the ultimate weapon in this top-down shooter.
NES,Heavy Shreddin',heavy_shreddin.nes,Pony Canyon,Pony Canyon,1990-04-01,Sports,1,Hit the slopes and perform tricks in this snowboarding game.
NES,High Speed,high_speed.nes,Rare,Tradewest,1991-07-01,Pinball,4,Experience the thrill of pinball action with fast-paced gameplay and unique tables.
NES,Hoops,hoops.nes,Aicom,Data East,1988-10-01,Sports,2,Compete in street basketball games with fast-paced arcade action.
NES,Hot Slots,hot_slots.nes,Hacker International,American Video,1991-11-01,Casino,1,Play various slot machines in this casino-themed game.
NES,Hudson Hawk,hudson_hawk.nes,Ocean Software,Sony Imagesoft,1991-11-01,Action-platformer,1,Guide Hudson Hawk through a series of heists in this game based on the movie.
NES,Hydlide,hydlide.nes,T&E Soft,FCI,1989-06-01,Action RPG,1,Save the princess and defeat the evil demon Varalys in this early action RPG.
NES,Ice Climber,ice_climber.nes,Nintendo,Nintendo,1985-10-18,Platformer,2,Guide Popo and Nana as they climb icy mountains and defeat enemies to reach the summit.
NES,Ice Hockey,ice_hockey.nes,Nintendo,Nintendo,1988-03-01,Sports,2,Compete in fast-paced ice hockey matches with customizable teams.
NES,Ikari Warriors,ikari_warriors.nes,SNK,Tradewest,1986-05-01,Run and gun,2,Battle your way through enemy territory in this top-down action shooter.
NES,Ikari Warriors II: Victory Road,ikari_warriors_ii_victory_road.nes,SNK,Tradewest,1988-04-01,Run and gun,2,Continue the fight against enemy forces with new weapons and power-ups in this sequel.
NES,Ikari Warriors III: The Rescue,ikari_warriors_iii_the_rescue.nes,SNK,Tradewest,1991-01-01,Run and gun,2,Rescue the kidnapped president's daughter in this final installment of the Ikari Warriors series.
NES,Image Fight,image_fight.nes,Irem,Irem,1990-09-01,Shoot 'em up,1,Take on the enemy forces in space combat missions in this challenging vertical shooter.
NES,Immortal,immortal.nes,Will Harvey,Electronic Arts,1990-12-01,Action RPG,1,Explore a deadly labyrinth filled with traps and enemies to rescue your mentor in this action RPG.
NES,Impossible Mission II,impossible_mission_ii.nes,Novotrade,Epyx,1990-07-01,Platformer,1,Stop the evil Professor Elvin Atombender by solving puzzles and avoiding traps in this action-packed sequel.
NES,Indiana Jones and the Last Crusade,indiana_jones_and_the_last_crusade.nes,Taito,Ubi Soft,1991-03-01,Action-adventure,1,Follow Indiana Jones on his quest to find the Holy Grail in this game based on the movie.
NES,Indiana Jones and the Temple of Doom,indiana_jones_and_the_temple_of_doom.nes,Atari Games,Tengen,1988-12-01,Action,1,Rescue children and recover the sacred stones in this game adaptation of the Indiana Jones movie.
NES,Infiltrator,infiltrator.nes,Chris Gray Enterprises,Mindscape,1989-04-01,Action,1,Complete missions behind enemy lines using stealth, combat, and piloting skills.
NES,Iron Tank: The Invasion of Normandy,iron_tank_the_invasion_of_normandy.nes,SNK,SNK,1988-07-01,Action,1,Command a tank through enemy lines in World War II and defeat the Axis forces.
NES,Ironsword: Wizards & Warriors II,ironsword_wizards_and_warriors_ii.nes,Rare,Acclaim Entertainment,1989-12-01,Action-platformer,1,Take on the role of the knight Kuros and defeat the elemental wizards to save the kingdom.
NES,Jack Nicklaus' Greatest 18 Holes of Major Championship Golf,jack_nicklaus_greatest_18_holes.nes,Sculptured Software,Konami,1990-09-01,Sports,1,Play through a selection of the greatest holes from major golf championships, designed by Jack Nicklaus.
NES,Jackal,jackal.nes,Konami,Konami,1988-09-01,Run and gun,2,Rescue prisoners of war by driving a jeep through enemy territory in this cooperative action game.
NES,Jackie Chan's Action Kung Fu,jackie_chan_action_kung_fu.nes,Now Production,Hudson Soft,1990-12-01,Action-platformer,1,Join Jackie Chan on a quest to save his sister in this action-packed platformer.
NES,James Bond Jr.,james_bond_jr.nes,Eurocom,T*HQ,1992-10-01,Action-platformer,1,Guide James Bond Jr. through levels filled with enemies and gadgets as he takes down the evil S.C.U.M. organization.
NES,Jaws,jaws.nes,Westone,LJN,1987-11-01,Action,1,Hunt down the great white shark Jaws while avoiding other dangers in the ocean.
NES,Jeopardy!,jeopardy.nes,GameTek,GameTek,1987-09-01,Trivia,3,Compete in the popular TV game show by answering trivia questions to earn money.
NES,Jeopardy! 25th Anniversary Edition,jeopardy_25th_anniversary_edition.nes,GameTek,GameTek,1990-09-01,Trivia,3,Celebrate 25 years of Jeopardy! with new questions and challenges in this special edition.
NES,Jeopardy! Junior Edition,jeopardy_junior_edition.nes,GameTek,GameTek,1989-10-01,Trivia,3,Compete in a kid-friendly version of the Jeopardy! game show with easier questions.
NES,Jeopardy! Teen Tournament,jeopardy_teen_tournament.nes,GameTek,GameTek,1991-11-01,Trivia,3,Test your knowledge with questions aimed at teenagers in this version of Jeopardy!.
NES,Jetsons: Cogswell's Caper,jetsons_cogswells_caper.nes,Taito,Taito,1992-12-01,Platformer,1,Help George Jetson stop Mr. Cogswell's evil plan in this futuristic platformer.
NES,Jimmy Connors Tennis,jimmy_connors_tennis.nes,Ubisoft,Ubisoft,1993-04-01,Sports,2,Compete in tennis tournaments as you aim to become a world champion with Jimmy Connors.
NES,Joe & Mac,joe_and_mac.nes,Data East,Data East,1991-12-01,Action-platformer,2,Join Joe and Mac, two cavemen, on a quest to rescue their girlfriends from dinosaurs and other prehistoric creatures.
NES,John Elway's Quarterback,john_elway_quarterback.nes,Leland Corporation,Tradewest,1989-03-01,Sports,2,Take control of a football team and guide them to victory in this arcade-style football game.
NES,Jordan vs. Bird: One on One,jordan_vs_bird_one_on_one.nes,Electronic Arts,Milton Bradley,1988-08-01,Sports,2,Compete in one-on-one basketball matches featuring Michael Jordan and Larry Bird.
NES,Journey to Silius,journey_to_silius.nes,Sunsoft,Sunsoft,1990-09-01,Action-platformer,1,Take on the role of Jay McCray as he battles through levels filled with enemies to avenge his father's death.
NES,Joust,joust.nes,Williams Electronics,HAL Laboratory,1988-12-01,Action,2,Fly on the back of an ostrich and defeat waves of enemies in this classic arcade game.
NES,Jungle Book,jungle_book.nes,Eurocom,Virgin Interactive,1994-08-01,Platformer,1,Guide Mowgli through the jungle as he faces off against various animals and the evil tiger Shere Khan.
NES,Jurassic Park,jurassic_park.nes,OCEAN Software,OCEAN Software,1993-08-01,Action,1,Survive the dangers of Isla Nublar by evading dinosaurs and completing missions in this game based on the movie.
NES,Kabuki: Quantum Fighter,kabuki_quantum_fighter.nes,Human Entertainment,HAL Laboratory,1991-01-01,Action-platformer,1,Fight through computer systems as a cybernetic warrior using martial arts and your long hair as a weapon.
NES,Karate Champ,karate_champ.nes,Technos Japan,Data East,1986-12-01,Fighting,2,Compete in martial arts tournaments and defeat your opponents in this early fighting game.
NES,Karate Kid,karate_kid.nes,Atlus,LJN,1987-11-01,Action,1,Follow the adventures of Daniel LaRusso as he fights in tournaments and faces off against enemies.
NES,Karnov,karnov.nes,Data East,Data East,1988-01-01,Action-platformer,1,Guide Karnov, a fire-breathing strongman, through levels filled with enemies and obstacles.
NES,Kick Master,kick_master.nes,KID,Taito,1992-01-01,Action-platformer,1,Use your martial arts skills to defeat enemies and rescue a kidnapped princess in this action game.
NES,Kickle Cubicle,kickle_cubicle.nes,Irem,Irem,1990-04-01,Puzzle,1,Freeze enemies and solve puzzles to rescue your friends in this ice-themed action-puzzle game.
NES,King's Knight,kings_knight.nes,Square,Squaresoft,1989-09-01,Shoot 'em up,1,Guide four heroes through vertical-scrolling levels to defeat an evil dragon and rescue the princess.
NES,King Neptune's Adventure,king_neptunes_adventure.nes,Color Dreams,Color Dreams,1990-01-01,Action-adventure,1,Explore the underwater world as King Neptune and recover the stolen treasures of the sea.
NES,King of Kings: The Early Years,king_of_kings_the_early_years.nes,Color Dreams,Color Dreams,1991-12-01,Platformer,1,Experience three different stories from the Bible, focusing on the early years of Jesus.
NES,King's Quest V,king_quest_v.nes,Sierra On-Line,Konami,1992-01-01,Adventure,1,Join King Graham on a quest to save his castle and family from an evil wizard in this point-and-click adventure.
NES,Kirby's Adventure,kirbys_adventure.nes,HAL Laboratory,Nintendo,1993-05-01,Platformer,1,Help Kirby defeat King Dedede and save Dream Land in this classic platformer.
NES,Kiwi Kraze,kiwi_kraze.nes,Taito,Taito,1991-03-01,Platformer,1,Guide Tiki the Kiwi through levels filled with traps and enemies to rescue his friends.
NES,Knight Rider,knight_rider.nes,Pony Canyon,Acclaim Entertainment,1989-12-01,Racing,1,Take control of KITT and complete missions to stop a terrorist organization in this game based on the TV series.
NES,Knightmare II: The Maze of Galious,knightmare_ii_the_maze_of_galious.nes,Konami,Konami,1987-07-03,Action-adventure,1,Explore dungeons and defeat monsters in this action-adventure game.
NES,Krusty's Fun House,krustys_fun_house.nes,Audiogenic,Acclaim Entertainment,1992-05-01,Puzzle,1,Help Krusty the Clown clear his funhouse of rats by guiding them to traps in this puzzle game.
NES,Kung Fu,kung_fu.nes,Irem,Nintendo,1985-10-18,Action,2,Fight your way through levels filled with enemies to rescue Sylvia from Mr. X in this classic beat 'em up.
NES,Kung-Fu Heroes,kung_fu_heroes.nes,Culture Brain,Culture Brain,1989-08-01,Action,2,Defeat waves of enemies using martial arts techniques to rescue Princess Min-Min in this action game.
NES,Labyrinth,labyrinth.nes,Tokuma Shoten,Tokuma Shoten,1987-07-18,Action-adventure,1,Guide Sarah through the labyrinth to rescue her baby brother from the Goblin King in this game based on the movie.
NES,Laser Invasion,laser_invasion.nes,Konami,Konami,1991-07-01,Shoot 'em up,1,Pilot a helicopter, infiltrate enemy bases, and engage in first-person shooter combat in this multi-genre action game.
NES,Last Action Hero,last_action_hero.nes,Bits Studios,Acclaim Entertainment,1993-11-01,Action,1,Join Jack Slater in this game adaptation of the movie as he battles villains in both the real world and the movie world.
NES,The Last Ninja,last_ninja.nes,System 3,Jaleco,1991-12-01,Action-adventure,1,Guide the last ninja, Armakuni, through enemy-filled levels to avenge his clan.
NES,The Legend of Kage,legend_of_kage.nes,Taito,Taito,1987-08-01,Action-platformer,1,Play as Kage, a ninja warrior, on a mission to rescue Princess Kiri from enemy ninjas.
NES,The Legend of Zelda,legend_of_zelda.nes,Nintendo,Nintendo,1987-08-22,Action-adventure,1,Explore the land of Hyrule, defeat monsters, and recover the pieces of the Triforce to rescue Princess Zelda.
NES,Legendary Wings,legendary_wings.nes,Capcom,Capcom,1988-07-01,Shoot 'em up,2,Battle through ancient ruins and defeat mythological creatures in this vertically-scrolling shooter.
NES,Lemmings,lemmings.nes,Psygnosis,Sunsoft,1992-12-01,Puzzle,1,Guide a group of lemmings through perilous levels by giving them commands to avoid traps and reach safety.
NES,L'Empereur,lempereur.nes,Koei,Koei,1991-12-01,Strategy,1,Take on the role of Napoleon Bonaparte and lead your armies across Europe in this historical strategy game.
NES,Lethal Weapon,lethal_weapon.nes,OCEAN Software,OCEAN Software,1992-12-01,Action-platformer,1,Play as Riggs or Murtaugh as they take on criminals in this game based on the movie series.
NES,Life Force,life_force.nes,Konami,Konami,1988-08-01,Shoot 'em up,2,Fly through a series of challenging levels filled with alien enemies in this classic side-scrolling shooter.
NES,Linus Spacehead's Cosmic Crusade,linus_spaceheads_cosmic_crusade.nes,Codemasters,Camerica,1993-03-01,Platformer,1,Help Linus recover the missing parts of his spaceship so he can return home in this action-platformer.
NES,Little League Baseball: Championship Series,little_league_baseball_championship_series.nes,Tokyo Shoseki,SNK,1990-07-01,Sports,2,Play in Little League baseball games and compete for the championship in this sports title.
NES,Little Nemo: The Dream Master,little_nemo_the_dream_master.nes,Capcom,Capcom,1990-09-01,Platformer,1,Guide Nemo through the dream world as he uses the abilities of various animals to defeat enemies and rescue King Morpheus.
NES,Little Ninja Brothers,little_ninja_brothers.nes,Culture Brain,Culture Brain,1990-10-01,Action RPG,2,Join Jack and Ryu as they embark on a journey to defeat the evil Yoma Clan in this action RPG.
NES,Little Samson,little_samson.nes,Takeru,Taito,1992-10-01,Platformer,1,Play as four different characters, each with unique abilities, to save the kingdom from an ancient evil.
NES,Lode Runner,lode_runner.nes,Broderbund,Brøderbund,1987-09-01,Puzzle-platformer,2,Collect all the gold in each level while avoiding enemies in this classic puzzle-platformer.
NES,Loopz,loopz.nes,Bits Studios,Mindscape,1990-10-01,Puzzle,2,Arrange various shapes into loops to clear the screen in this addictive puzzle game.
NES,Low G Man: The Low Gravity Man,low_g_man_the_low_gravity_man.nes,KID,Taxan,1990-09-01,Action-platformer,1,Play as the Low G Man, a futuristic warrior with the ability to jump extremely high, as he battles alien invaders.
NES,Lunar Pool,lunar_pool.nes,Compile,Fukami,1987-06-01,Sports,2,Play pool on uniquely shaped tables with different gravitational forces in this billiards game.
NES,M.U.L.E.,mule.nes,Ozark Softscape,Electronic Arts,1990-09-01,Strategy,4,Colonize a distant planet and compete with other settlers for resources in this economic strategy game.
NES,Mach Rider,mach_rider.nes,Nintendo,Nintendo,1985-10-18,Racing,1,Drive through a post-apocalyptic wasteland and eliminate enemies in this futuristic racing game.
NES,Magician,magician.nes,Taxon,Taxan,1990-12-01,Action-adventure,1,Play as a young magician on a quest to defeat an evil warlord and save the kingdom.
NES,Magmax,magmax.nes,Nichibutsu,Fic,1988-05-01,Shoot 'em up,1,Control a transforming robot and battle enemies in both ground and air levels.
NES,Major League Baseball,major_league_baseball.nes,Atlus,LJN,1988-04-01,Sports,2,Play as your favorite Major League Baseball teams in this arcade-style baseball game.
NES,Maniac Mansion,maniac_mansion.nes,Lucasfilm Games,Konami,1990-09-01,Adventure,1,Explore a creepy mansion and rescue your girlfriend from a mad scientist in this point-and-click adventure game.
NES,Mappy-Land,mappy_land.nes,Namco,Taxan,1986-04-01,Platformer,1,Guide Mappy the mouse through various levels filled with obstacles and enemies to collect items.
NES,Marble Madness,marble_madness.nes,Atari Games,Milton Bradley,1989-03-01,Puzzle,2,Guide a marble through a series of challenging courses filled with obstacles in this classic arcade game.
NES,Mario Bros.,mario_bros.nes,Nintendo,Nintendo,1986-06-01,Platformer,2,Help Mario and Luigi defeat enemies in the sewers by flipping them over and kicking them off the screen.
NES,Mario Is Missing!,mario_is_missing.nes,The Software Toolworks,Software Toolworks,1993-06-01,Educational,1,Guide Luigi on a global adventure to rescue Mario by solving educational puzzles.
NES,Mario's Time Machine,marios_time_machine.nes,The Software Toolworks,Software Toolworks,1994-12-01,Educational,1,Travel through time as Mario to restore historical artifacts and set history right.
NES,Master Chu and the Drunkard Hu,master_chu_and_the_drunkard_hu.nes,Joy Van,Color Dreams,1989-12-01,Action-platformer,1,Play as Master Chu and defeat evil spirits to rescue your drunken friend Hu.
NES,Master Fighter II: The World Warrior,master_fighter_ii_the_world_warrior.nes,Hwang Shinwei,Red Corporation,1992-07-01,Fighting,2,A bootleg version of Street Fighter II, featuring various characters in fighting matches.
NES,Mechanized Attack,mechanized_attack.nes,SNK,SNK,1990-11-01,Light gun,2,Take down enemy forces with your gun in this fast-paced arcade-style shooter.
NES,Mega Man,mega_man.nes,Capcom,Capcom,1987-12-01,Action-platformer,1,Play as Mega Man and defeat the evil Dr. Wily's robot masters to save the world.
NES,Mega Man 2,mega_man_2.nes,Capcom,Capcom,1988-12-24,Action-platformer,1,Join Mega Man in his quest to defeat Dr. Wily once again in this critically acclaimed sequel.
NES,Mega Man 3,mega_man_3.nes,Capcom,Capcom,1990-11-01,Action-platformer,1,Continue the battle against Dr. Wily with new abilities and challenges in the third installment of the Mega Man series.
NES,Mega Man 4,mega_man_4.nes,Capcom,Capcom,1992-01-01,Action-platformer,1,Face new robot masters and uncover the secrets of Dr. Cossack in this action-packed platformer.
NES,Mega Man 5,mega_man_5.nes,Capcom,Capcom,1992-12-01,Action-platformer,1,Help Mega Man defeat Protoman and the eight new robot masters in this continuation of the series.
NES,Mega Man 6,mega_man_6.nes,Capcom,Capcom,1994-03-01,Action-platformer,1,Join Mega Man in his final NES adventure to stop Mr. X and his army of robot masters.
NES,Mendel Palace,mendel_palace.nes,Game Freak,Hudson Soft,1990-10-01,Puzzle,1,Push tiles to defeat enemies and solve puzzles in this unique and challenging game.
NES,Mermaids of Atlantis: The Riddle of the Magic Bubble,mermaids_of_atlantis.nes,Color Dreams,American Video Entertainment,1990-01-01,Puzzle,1,Match bubbles and solve puzzles in this underwater-themed puzzle game.
NES,Metal Fighter,metal_fighter.nes,Color Dreams,Color Dreams,1990-06-01,Action,1,Pilot a transforming robot and battle enemies in a futuristic setting.
NES,Metal Gear,metal_gear.nes,Konami,Ultra Games,1988-06-01,Action-adventure,1,Play as Solid Snake and infiltrate enemy bases to stop a nuclear threat in this stealth-action game.
NES,Metal Mech: Man & Machine,metal_mech_man_and_machine.nes,Toho,Toho,1991-01-01,Action-platformer,1,Pilot a giant mech and battle enemies in a futuristic cityscape.
NES,Metal Storm,metal_storm.nes,Tamtex,IREM,1991-02-01,Action-platformer,1,Control a powerful mech with gravity-flipping abilities and defeat enemies in this action-platformer.
NES,Michael Andretti's World GP,michael_andrettis_world_gp.nes,Human Entertainment,American Sammy,1990-06-01,Racing,1,Compete in Formula One races around the world as Michael Andretti in this racing simulation.
NES,Mickey Mousecapade,mickey_mousecapade.nes,Hudson Soft,Capcom,1987-10-01,Platformer,1,Guide Mickey and Minnie Mouse through levels filled with enemies and traps to rescue Alice from the Evil Queen.
NES,Might and Magic: Secret of the Inner Sanctum,might_and_magic_secret_of_the_inner_sanctum.nes,New World Computing,American Sammy,1992-12-01,Role-playing game,1,Explore a vast open world and complete quests to uncover the secret of the Inner Sanctum.
NES,Mighty Bomb Jack,mighty_bomb_jack.nes,Tecmo,Tecmo,1987-07-01,Action-platformer,1,Control Jack as he navigates through levels filled with enemies and collects bombs to rescue the royal family.
NES,Mighty Final Fight,mighty_final_fight.nes,Capcom,Capcom,1993-07-01,Beat 'em up,1,Take control of chibi versions of the Final Fight characters and rescue the kidnapped Jessica in this humorous beat 'em up.
NES,Mike Tyson's Punch-Out!!,mike_tysons_punch_out.nes,Nintendo,Nintendo,1987-10-18,Sports,1,Step into the ring as Little Mac and fight your way to the top, culminating in a bout against the legendary Mike Tyson.
NES,Milon's Secret Castle,milons_secret_castle.nes,Hudson Soft,Hudson Soft,1988-09-01,Action-platformer,1,Explore a mysterious castle, solve puzzles, and defeat enemies to rescue the princess.
NES,Miracle Piano Teaching System,miracle_piano_teaching_system.nes,The Software Toolworks,Software Toolworks,1990-11-01,Educational,1,Learn to play the piano using this educational software and the included keyboard peripheral.
NES,Mission: Impossible,mission_impossible.nes,Konami,Ultra Games,1991-09-01,Action-adventure,1,Take on dangerous missions and stop the terrorists as a member of the IMF team in this action-adventure game.
NES,Monopoly,monopoly.nes,Parker Brothers,Parker Brothers,1991-09-01,Board game,4,Buy properties, build houses and hotels, and bankrupt your opponents in this classic board game adaptation.
NES,Monster in My Pocket,monster_in_my_pocket.nes,Konami,Konami,1992-02-01,Action-platformer,2,Play as miniature monsters and defeat enemies in this action-platformer based on the toy line.
NES,Monster Party,monster_party.nes,Human Entertainment,Bandai,1989-07-01,Action-platformer,1,Team up with a monster and defeat enemies in a bizarre world filled with horror movie references.
NES,Motor City Patrol,motor_city_patrol.nes,Source Research & Development,Matchbox,1992-01-01,Action,1,Patrol the streets as a police officer and stop crimes in this top-down action game.
NES,Ms. Pac-Man,ms_pac_man.nes,Namco,Tengen,1990-02-01,Arcade,2,Guide Ms. Pac-Man through mazes, eating pellets and avoiding ghosts in this classic arcade game.
NES,Mutant Virus: Crisis in a Computer World,mutant_virus_crisis_in_a_computer_world.nes,American Softworks,American Softworks,1992-05-01,Action,1,Stop a computer virus from destroying the system by battling through infected areas in this action game.
NES,NARC,narc.nes,Williams Electronics,Acclaim Entertainment,1990-09-01,Run and gun,2,Play as narcotics officers and take down drug dealers in this gritty, action-packed game.
NES,NES Open Tournament Golf,nes_open_tournament_golf.nes,Nintendo,Nintendo,1991-09-01,Sports,2,Compete in golf tournaments and aim for the top score in this classic golf game featuring Mario.
NES,New Ghostbusters II,new_ghostbusters_ii.nes,HAL Laboratory,HAL Laboratory,1990-12-26,Action,2,Join the Ghostbusters in this top-down action game as they save New York City from supernatural threats.
NES,The New Zealand Story,new_zealand_story.nes,Taito,Taito,1989-11-01,Platformer,1,Guide Tiki the kiwi through various levels to rescue his friends from an evil walrus in this cute platformer.
NES,Nickelodeon GUTS,nickelodeon_guts.nes,Viacom New Media,Viacom New Media,1994-11-01,Sports,2,Compete in various physical challenges and obstacle courses based on the popular Nickelodeon TV show.
NES,Nightshade,nightshade.nes,Beam Software,Ultra Games,1992-12-01,Adventure,1,Take on the role of Nightshade, a vigilante superhero, as he fights crime in Metro City in this point-and-click adventure game.
NES,Ninja Crusaders,ninja_crusaders.nes,Natsume,Sammy,1990-10-01,Action-platformer,2,Fight through hordes of enemies and save the world from an alien invasion in this fast-paced action game.
NES,Ninja Gaiden,ninja_gaiden.nes,Tecmo,Tecmo,1989-03-01,Action-platformer,1,Play as Ryu Hayabusa and defeat the evil Jaquio in this challenging action-platformer.
NES,Ninja Gaiden II: The Dark Sword of Chaos,ninja_gaiden_ii_the_dark_sword_of_chaos.nes,Tecmo,Tecmo,1990-04-01,Action-platformer,1,Continue Ryu Hayabusa's quest to defeat evil forces in this action-packed sequel.
NES,Ninja Gaiden III: The Ancient Ship of Doom,ninja_gaiden_iii_the_ancient_ship_of_doom.nes,Tecmo,Tecmo,1991-06-01,Action-platformer,1,Help Ryu Hayabusa stop a new enemy from unleashing an ancient evil in this final NES installment of the Ninja Gaiden series.
NES,Ninja Kid,ninja_kid.nes,TOSE,Bandai,1986-10-01,Action-platformer,1,Guide Ninja Kid through various levels filled with enemies and traps in this action game.
NES,North & South,north_and_south.nes,Infogrames,Kemco,1990-12-01,Strategy,2,Take control of the Union or Confederate forces and battle for victory in this strategy game set during the American Civil War.
NES,Nuclear Strike,nuclear_strike.nes,Electronic Arts,Electronic Arts,1997-11-01,Action,1,Pilot a helicopter and complete dangerous missions in this action-packed shooter.
NES,Operation Wolf,operation_wolf.nes,Taito,Taito,1989-11-01,Light gun,1,Take on enemy forces in this fast-paced, first-person shooter that uses the NES Zapper.
NES,Orb 3D,orb_3d.nes,The Software Toolworks,Hi-Tech Expressions,1990-12-01,Puzzle,1,Manipulate a 3D orb to solve puzzles and progress through levels in this unique puzzle game.
NES,Othello,othello.nes,Acclaim,Acclaim,1988-02-01,Board game,2,Play the classic board game of Othello, where the objective is to outflank your opponent and capture the board.
NES,Overlord,overlord.nes,Virgin Games,Virgin Games,1993-06-01,Strategy,1,Command a space fleet and conquer planets in this real-time strategy game set in the far reaches of the galaxy.
NES,P.O.W.: Prisoners of War,pow_prisoners_of_war.nes,SNK,SNK,1989-09-01,Beat 'em up,2,Escape from a POW camp and fight your way to freedom in this action-packed beat 'em up.
NES,Pac-Man,pac_man.nes,Namco,Tengen,1987-11-01,Arcade,1,Guide Pac-Man through mazes, eating pellets and avoiding ghosts in this classic arcade game.
